Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Saint Mary's First Nation,1491609600000,1491609600000,2140,THEFT OTH <$5000,3,Fredericton,337
Saint Mary's First Nation,1493683200000,,2140,THEFT OTH <$5000,3,Fredericton,338
Saint Mary's First Nation,1494374400000,1494547200000,2140,THEFT OTH <$5000,3,Fredericton,339
Saint Mary's First Nation,1500768000000,,2140,THEFT OTH <$5000,3,Fredericton,340
Saint Mary's First Nation,1502755200000,1502841600000,2140,THEFT OTH <$5000,3,Fredericton,341
Saint Mary's First Nation,1503878400000,,2140,THEFT OTH <$5000,3,Fredericton,342
Saint Mary's First Nation,1503878400000,,2140,THEFT OTH <$5000,3,Fredericton,343
Saint Mary's First Nation,1505260800000,,2140,THEFT OTH <$5000,3,Fredericton,344
Sandyville,1494720000000,1494979200000,2120,B&E OTHER,5,Fredericton,345
Sandyville,1497571200000,1497657600000,2120,B&E OTHER,5,Fredericton,346
Sandyville,1497916800000,1498089600000,2120,B&E RESIDENCE,5,Fredericton,347
Sandyville,1504051200000,1504051200000,2120,B&E RESIDENCE,5,Fredericton,348
Sandyville,1506211200000,1506297600000,2170,MISCHIEF TO PROP,5,Fredericton,349
Sandyville,1486080000000,1486080000000,2142,THEFT FROM MV < $5000,5,Fredericton,350
Nashwaaksis,1497830400000,,2170,MISCHIEF TO PROP,1,Fredericton,351
Nashwaaksis,1499299200000,1499472000000,2170,MISCHIEF TO PROP,1,Fredericton,352
Nashwaaksis,1504051200000,1504051200000,2170,MISCHIEF TO PROP,1,Fredericton,353
Nashwaaksis,1500076800000,,2135,MOTOR VEH THEFT,1,Fredericton,354
Nashwaaksis,1496880000000,1496966400000,2142,THEFT FROM MV < $5000,1,Fredericton,355
Nashwaaksis,1497398400000,1497484800000,2142,THEFT FROM MV < $5000,1,Fredericton,356
Nashwaaksis,1498953600000,1499040000000,2142,THEFT FROM MV < $5000,1,Fredericton,357
Nashwaaksis,1498953600000,1499040000000,2142,THEFT FROM MV < $5000,1,Fredericton,358
Nashwaaksis,1497744000000,1498953600000,2142,THEFT FROM MV < $5000,1,Fredericton,359
Nashwaaksis,1499472000000,1499558400000,2142,THEFT FROM MV < $5000,1,Fredericton,360
Nashwaaksis,1503964800000,1504051200000,2142,THEFT FROM MV < $5000,1,Fredericton,361
Nashwaaksis,1503964800000,1504051200000,2142,THEFT FROM MV < $5000,1,Fredericton,362
Nashwaaksis,1503964800000,1504051200000,2142,THEFT FROM MV < $5000,1,Fredericton,363
Nashwaaksis,1492732800000,,2132,THEFT FROM MV > $5000,1,Fredericton,364
Nashwaaksis,1487548800000,1487721600000,2140,THEFT OTH <$5000,1,Fredericton,365
Nashwaaksis,1492041600000,,2140,THEFT OTH <$5000,1,Fredericton,366
Nashwaaksis,1508544000000,,2140,THEFT OTH <$5000,1,Fredericton,367
West Hills,1500076800000,,2120,B&E OTHER,1,Fredericton,368
West Hills,1505433600000,1505433600000,2120,B&E RESIDENCE,1,Fredericton,369
West Hills,1505433600000,,2170,MISCHIEF TO PROP,1,Fredericton,370
West Hills,1505520000000,1505606400000,2170,MISCHIEF TO PROP,1,Fredericton,371
West Hills,1487548800000,,2140,THEFT OTH <$5000,2,Fredericton,372
Northbrook Heights,1501113600000,,2120,B&E RESIDENCE,2,Fredericton,373
Northbrook Heights,1507593600000,,2120,B&E RESIDENCE,2,Fredericton,374
Northbrook Heights,1489190400000,,2170,MISCHIEF TO PROP,2,Fredericton,375
Northbrook Heights,1489190400000,,2170,MISCHIEF TO PROP,2,Fredericton,376
Northbrook Heights,1507593600000,,2135,MOTOR VEH THEFT,2,Fredericton,377
Northbrook Heights,1501113600000,1501113600000,2142,THEFT FROM MV < $5000,2,Fredericton,378
Northbrook Heights,1507593600000,1507593600000,2142,THEFT FROM MV < $5000,2,Fredericton,379
Northbrook Heights,1507507200000,1507593600000,2142,THEFT FROM MV < $5000,1,Fredericton,380
Northbrook Heights,1507507200000,1507593600000,2142,THEFT FROM MV < $5000,2,Fredericton,381
Northbrook Heights,1507593600000,1507593600000,2142,THEFT FROM MV < $5000,2,Fredericton,382
Brookside Mini Home Park,1489795200000,,2121,B&E STEAL FIREAR,2,Fredericton,383
Brookside Mini Home Park,1496102400000,,2170,MISCHIEF TO PROP,1,Fredericton,384
Brookside Mini Home Park,1499731200000,,2170,MISCHIEF TO PROP,2,Fredericton,385
Brookside Mini Home Park,1505433600000,,2170,MISCHIEF TO PROP,2,Fredericton,386
Brookside Mini Home Park,1505174400000,1505260800000,2135,MOTOR VEH THEFT,2,Fredericton,387
Heron Springs,1501113600000,1501113600000,2120,B&E RESIDENCE,2,Fredericton,388
Heron Springs,1494115200000,1494201600000,2142,THEFT FROM MV < $5000,2,Fredericton,389
Heron Springs,1501027200000,,2142,THEFT FROM MV < $5000,2,Fredericton,390
Royal Road,1499644800000,1499731200000,2120,B&E NON-RESIDNCE,2,Fredericton,391
Royal Road,1499644800000,1499904000000,2120,B&E NON-RESIDNCE,2,Fredericton,392
Royal Road,1502064000000,,2120,B&E NON-RESIDNCE,2,Fredericton,393
Royal Road,1499385600000,1499472000000,2120,B&E OTHER,2,Fredericton,394
Royal Road,1500940800000,,2120,B&E OTHER,2,Fredericton,395
Royal Road,1499299200000,1499385600000,2120,B&E RESIDENCE,2,Fredericton,396
Royal Road,1500940800000,,2120,B&E RESIDENCE,2,Fredericton,397
Fulton Heights,1486512000000,,2120,B&E NON-RESIDNCE,3,Fredericton,398
Fulton Heights,1492300800000,,2120,B&E RESIDENCE,2,Fredericton,399
Fulton Heights,1490140800000,1490400000000,2120,B&E RESIDENCE,3,Fredericton,400
Downtown,1484265600000,1484352000000,2142,THEFT FROM MV < $5000,10,Fredericton,401
Downtown,1491091200000,1491177600000,2142,THEFT FROM MV < $5000,11,Fredericton,402
Downtown,1491955200000,,2142,THEFT FROM MV < $5000,11,Fredericton,403
Downtown,1494633600000,1494720000000,2142,THEFT FROM MV < $5000,10,Fredericton,404
Downtown,1494720000000,1494806400000,2142,THEFT FROM MV < $5000,10,Fredericton,405
Downtown,1495670400000,1495756800000,2142,THEFT FROM MV < $5000,10,Fredericton,406
Main Street,1497484800000,1497830400000,2140,THEFT OTH <$5000,2,Fredericton,407
Fulton Heights,1499126400000,1499212800000,2120,B&E RESIDENCE,3,Fredericton,408
Downtown,1495670400000,1495756800000,2142,THEFT FROM MV < $5000,10,Fredericton,409
Main Street,1494806400000,,2170,MISCHIEF TO PROP,2,Fredericton,410
Downtown,1495756800000,1495756800000,2142,THEFT FROM MV < $5000,10,Fredericton,411
Downtown,1496793600000,1496880000000,2142,THEFT FROM MV < $5000,10,Fredericton,412
Downtown,1496793600000,1496880000000,2142,THEFT FROM MV < $5000,10,Fredericton,413
Downtown,1496793600000,1496880000000,2142,THEFT FROM MV < $5000,10,Fredericton,414
Downtown,1499299200000,,2142,THEFT FROM MV < $5000,10,Fredericton,415
Downtown,1501027200000,1501113600000,2142,THEFT FROM MV < $5000,10,Fredericton,416
Downtown,1502323200000,1502409600000,2142,THEFT FROM MV < $5000,10,Fredericton,417
Downtown,1503014400000,1503100800000,2142,THEFT FROM MV < $5000,10,Fredericton,418
Downtown,1503187200000,1503187200000,2142,THEFT FROM MV < $5000,10,Fredericton,419
Downtown,1503532800000,,2142,THEFT FROM MV < $5000,10,Fredericton,420
Downtown,1503705600000,1503705600000,2142,THEFT FROM MV < $5000,10,Fredericton,421
Downtown,1503792000000,1503878400000,2142,THEFT FROM MV < $5000,10,Fredericton,422
Downtown,1505520000000,1506211200000,2142,THEFT FROM MV < $5000,10,Fredericton,423
Downtown,1483833600000,1483833600000,2140,THEFT OTH <$5000,10,Fredericton,424
Downtown,1484092800000,1484092800000,2140,THEFT OTH <$5000,10,Fredericton,425
Downtown,1484092800000,1484092800000,2140,THEFT OTH <$5000,10,Fredericton,426
Downtown,1484179200000,,2140,THEFT OTH <$5000,10,Fredericton,427
Downtown,1484524800000,,2140,THEFT OTH <$5000,10,Fredericton,428
Downtown,1485648000000,1485648000000,2140,THEFT OTH <$5000,11,Fredericton,429
Downtown,1485475200000,,2140,THEFT OTH <$5000,10,Fredericton,430
Downtown,1486339200000,,2140,THEFT OTH <$5000,10,Fredericton,431
Downtown,1486252800000,,2140,THEFT OTH <$5000,10,Fredericton,432
Downtown,1486684800000,1486771200000,2140,THEFT OTH <$5000,10,Fredericton,433
Downtown,1488153600000,1488153600000,2140,THEFT OTH <$5000,11,Fredericton,434
Downtown,1488240000000,,2140,THEFT OTH <$5000,11,Fredericton,435
Downtown,1488585600000,,2140,THEFT OTH <$5000,10,Fredericton,436
Downtown,1491523200000,,2140,THEFT OTH <$5000,10,Fredericton,437
Downtown,1492387200000,,2140,THEFT OTH <$5000,11,Fredericton,438
Downtown,1492387200000,,2140,THEFT OTH <$5000,11,Fredericton,439
Downtown,1493337600000,,2140,THEFT OTH <$5000,10,Fredericton,440
Downtown,1494633600000,,2140,THEFT OTH <$5000,10,Fredericton,441
Downtown,1495065600000,,2140,THEFT OTH <$5000,11,Fredericton,442
Downtown,1495843200000,,2140,THEFT OTH <$5000,11,Fredericton,443
Downtown,1498867200000,,2140,THEFT OTH <$5000,10,Fredericton,444
Downtown,1498867200000,,2140,THEFT OTH <$5000,10,Fredericton,445
Downtown,1498953600000,,2140,THEFT OTH <$5000,10,Fredericton,446
Downtown,1499558400000,,2140,THEFT OTH <$5000,10,Fredericton,447
Downtown,1500249600000,,2140,THEFT OTH <$5000,10,Fredericton,448
Downtown,1500249600000,1500249600000,2140,THEFT OTH <$5000,10,Fredericton,449
Downtown,1500163200000,1500336000000,2140,THEFT OTH <$5000,10,Fredericton,450
Downtown,1499990400000,1500508800000,2140,THEFT OTH <$5000,11,Fredericton,451
Downtown,1500422400000,1500508800000,2140,THEFT OTH <$5000,10,Fredericton,452
Downtown,1500508800000,1500508800000,2140,THEFT OTH <$5000,11,Fredericton,453
Downtown,1492732800000,,2120,B&E NON-RESIDNCE,10,Fredericton,454
Downtown,1496016000000,,2120,B&E NON-RESIDNCE,10,Fredericton,455
Downtown,1500076800000,,2120,B&E NON-RESIDNCE,11,Fredericton,456
Downtown,1505779200000,,2120,B&E NON-RESIDNCE,11,Fredericton,457
Downtown,1484092800000,1484092800000,2120,B&E RESIDENCE,11,Fredericton,458
Downtown,1494115200000,,2120,B&E RESIDENCE,11,Fredericton,459
Downtown,1494633600000,1494720000000,2120,B&E RESIDENCE,10,Fredericton,460
Downtown,1485734400000,1485820800000,2170,MISCHIEF TO PROP,10,Fredericton,461
Downtown,1485648000000,1485734400000,2170,MISCHIEF TO PROP,10,Fredericton,462
Downtown,1485475200000,1485907200000,2170,MISCHIEF TO PROP,10,Fredericton,463
Downtown,1486252800000,,2170,MISCHIEF TO PROP,10,Fredericton,464
Downtown,1486339200000,,2170,MISCHIEF TO PROP,10,Fredericton,465
Main Street,1499385600000,,2140,THEFT OTH <$5000,2,Fredericton,466
Downtown,1487030400000,,2170,MISCHIEF TO PROP,11,Fredericton,467
Fulton Heights,1499990400000,1499990400000,2120,B&E RESIDENCE,3,Fredericton,468
Main Street,1495065600000,1496880000000,2170,MISCHIEF TO PROP,3,Fredericton,469
Main Street,1501286400000,1501286400000,2140,THEFT OTH <$5000,3,Fredericton,470
Downtown,1487980800000,,2170,MISCHIEF TO PROP,10,Fredericton,471
Downtown,1488153600000,1488240000000,2170,MISCHIEF TO PROP,10,Fredericton,472
Downtown,1489017600000,,2170,MISCHIEF TO PROP,10,Fredericton,473
Downtown,1491004800000,,2170,MISCHIEF TO PROP,10,Fredericton,474
Downtown,1492128000000,,2170,MISCHIEF TO PROP,11,Fredericton,475
Downtown,1494288000000,,2170,MISCHIEF TO PROP,10,Fredericton,476
Downtown,1494374400000,,2170,MISCHIEF TO PROP,11,Fredericton,477
Downtown,1494547200000,1494806400000,2170,MISCHIEF TO PROP,10,Fredericton,478
Downtown,1494892800000,,2170,MISCHIEF TO PROP,10,Fredericton,479
Downtown,1495324800000,,2170,MISCHIEF TO PROP,11,Fredericton,480
Downtown,1496880000000,,2170,MISCHIEF TO PROP,10,Fredericton,481
Downtown,1496880000000,1496880000000,2170,MISCHIEF TO PROP,10,Fredericton,482
Downtown,1497312000000,,2170,MISCHIEF TO PROP,10,Fredericton,483
Downtown,1498262400000,,2170,MISCHIEF TO PROP,10,Fredericton,484
Downtown,1499299200000,1499299200000,2170,MISCHIEF TO PROP,11,Fredericton,485
Downtown,1499644800000,,2170,MISCHIEF TO PROP,10,Fredericton,486
Downtown,1499990400000,,2170,MISCHIEF TO PROP,10,Fredericton,487
Downtown,1501372800000,1501459200000,2170,MISCHIEF TO PROP,10,Fredericton,488
Downtown,1503878400000,,2170,MISCHIEF TO PROP,10,Fredericton,489
Downtown,1504656000000,,2170,MISCHIEF TO PROP,10,Fredericton,490
Downtown,1505001600000,,2170,MISCHIEF TO PROP,11,Fredericton,491
Downtown,1505001600000,,2170,MISCHIEF TO PROP,10,Fredericton,492
Downtown,1508889600000,,2170,MISCHIEF TO PROP,10,Fredericton,493
Downtown,1484611200000,,2170,MISCHIEF-DATA,11,Fredericton,494
Downtown,1492214400000,1492300800000,2135,MOTOR VEH THEFT,10,Fredericton,495
Downtown,1503532800000,1503619200000,2135,MOTOR VEH THEFT,10,Fredericton,496
Downtown,1504915200000,1505001600000,2135,MOTOR VEH THEFT,10,Fredericton,497
Downtown,1483660800000,1505606400000,2135,MOTOR VEH THEFT,11,Fredericton,498
Downtown,1497312000000,1497398400000,2140,THEFT BIKE<$5000,11,Fredericton,499
Downtown,1497571200000,,2140,THEFT BIKE<$5000,10,Fredericton,500
Downtown,1499299200000,1499385600000,2140,THEFT BIKE<$5000,10,Fredericton,501
Downtown,1501200000000,1501286400000,2140,THEFT BIKE<$5000,10,Fredericton,502
Downtown,1500854400000,1500940800000,2140,THEFT BIKE<$5000,10,Fredericton,503
Downtown,1503446400000,1503446400000,2140,THEFT BIKE<$5000,10,Fredericton,504
Downtown,1503532800000,1503532800000,2140,THEFT BIKE<$5000,11,Fredericton,505
Downtown,1505865600000,1505865600000,2140,THEFT BIKE<$5000,11,Fredericton,506
Downtown,1486339200000,1486425600000,2142,THEFT FROM MV < $5000,10,Fredericton,507
Fulton Heights,1502496000000,1502582400000,2120,B&E RESIDENCE,3,Fredericton,508
Fulton Heights,1504051200000,,2120,B&E RESIDENCE,3,Fredericton,509
Fulton Heights,1490486400000,,2170,MISCHIEF TO PROP,3,Fredericton,510
Fulton Heights,1496620800000,1496620800000,2170,MISCHIEF TO PROP,3,Fredericton,511
Fulton Heights,1499990400000,1500076800000,2170,MISCHIEF TO PROP,3,Fredericton,512
Fulton Heights,1500249600000,,2170,MISCHIEF TO PROP,3,Fredericton,513
Fulton Heights,1505001600000,,2170,MISCHIEF TO PROP,2,Fredericton,514
Fulton Heights,1506729600000,,2170,MISCHIEF TO PROP,3,Fredericton,515
Fulton Heights,1506816000000,,2170,MISCHIEF TO PROP,3,Fredericton,516
Fulton Heights,1507939200000,1507939200000,2170,MISCHIEF TO PROP,3,Fredericton,517
Fulton Heights,1496016000000,1496016000000,2140,THEFT BIKE<$5000,3,Fredericton,518
Fulton Heights,1506902400000,1506902400000,2140,THEFT BIKE<$5000,3,Fredericton,519
Fulton Heights,1505692800000,1508284800000,2140,THEFT BIKE<$5000,2,Fredericton,520
Fulton Heights,1489104000000,,2142,THEFT FROM MV < $5000,3,Fredericton,521
Fulton Heights,1489017600000,1489104000000,2142,THEFT FROM MV < $5000,3,Fredericton,522
Fulton Heights,1489017600000,1489104000000,2142,THEFT FROM MV < $5000,3,Fredericton,523
Fulton Heights,1489104000000,1489104000000,2142,THEFT FROM MV < $5000,3,Fredericton,524
Fulton Heights,1488931200000,1489017600000,2142,THEFT FROM MV < $5000,2,Fredericton,525
Fulton Heights,1490745600000,,2142,THEFT FROM MV < $5000,3,Fredericton,526
Fulton Heights,1496361600000,,2142,THEFT FROM MV < $5000,3,Fredericton,527
Fulton Heights,1498867200000,1498867200000,2142,THEFT FROM MV < $5000,3,Fredericton,528
Fulton Heights,1498521600000,1499040000000,2142,THEFT FROM MV < $5000,3,Fredericton,529
Fulton Heights,1499644800000,1499644800000,2142,THEFT FROM MV < $5000,2,Fredericton,530
Fulton Heights,1502582400000,1502582400000,2142,THEFT FROM MV < $5000,3,Fredericton,531
Fulton Heights,1503964800000,1504051200000,2142,THEFT FROM MV < $5000,3,Fredericton,532
Fulton Heights,1488844800000,,2140,THEFT OTH <$5000,3,Fredericton,533
Fulton Heights,1496620800000,1496620800000,2140,THEFT OTH <$5000,3,Fredericton,534
Fulton Heights,1498694400000,,2140,THEFT OTH <$5000,3,Fredericton,535
Fulton Heights,1499126400000,1499126400000,2140,THEFT OTH <$5000,3,Fredericton,536
Fulton Heights,1500422400000,,2140,THEFT OTH <$5000,2,Fredericton,537
Fulton Heights,1507420800000,,2140,THEFT OTH <$5000,2,Fredericton,538
Main Street,1489708800000,,2110,ARSON-DAM.PROP.,3,Fredericton,539
Main Street,1484956800000,,2120,B&E NON-RESIDNCE,2,Fredericton,540
Main Street,1490054400000,1490054400000,2120,B&E NON-RESIDNCE,2,Fredericton,541
Main Street,1490227200000,1490400000000,2120,B&E OTHER,3,Fredericton,542
Main Street,1496275200000,1496275200000,2120,B&E OTHER,2,Fredericton,543
Main Street,1500854400000,,2120,B&E OTHER,2,Fredericton,544
Main Street,1501545600000,1502409600000,2120,B&E OTHER,3,Fredericton,545
Main Street,1488672000000,,2120,B&E RESIDENCE,2,Fredericton,546
Main Street,1489622400000,,2120,B&E RESIDENCE,3,Fredericton,547
Main Street,1491264000000,1491264000000,2120,B&E RESIDENCE,2,Fredericton,548
Main Street,1494374400000,,2120,B&E RESIDENCE,2,Fredericton,549
Main Street,1496534400000,1496534400000,2120,B&E RESIDENCE,2,Fredericton,550
Main Street,1496966400000,,2120,B&E RESIDENCE,2,Fredericton,551
Main Street,1499644800000,1499644800000,2120,B&E RESIDENCE,2,Fredericton,552
Main Street,1503100800000,,2120,B&E RESIDENCE,2,Fredericton,553
Main Street,1491523200000,1491609600000,2170,MISCHIEF OBS USE,2,Fredericton,554
Main Street,1492905600000,,2170,MISCHIEF TO PROP,2,Fredericton,555
Main Street,1499385600000,1499472000000,2170,MISCHIEF TO PROP,3,Fredericton,556
Main Street,1501027200000,,2170,MISCHIEF TO PROP,2,Fredericton,557
Main Street,1501372800000,1501372800000,2170,MISCHIEF TO PROP,2,Fredericton,558
Main Street,1503014400000,1503100800000,2170,MISCHIEF TO PROP,2,Fredericton,559
Main Street,1503446400000,,2170,MISCHIEF TO PROP,2,Fredericton,560
Main Street,1503619200000,1503619200000,2170,MISCHIEF TO PROP,2,Fredericton,561
Main Street,1504224000000,,2170,MISCHIEF TO PROP,2,Fredericton,562
Main Street,1505001600000,1505001600000,2170,MISCHIEF TO PROP,2,Fredericton,563
Main Street,1505174400000,,2170,MISCHIEF TO PROP,2,Fredericton,564
Main Street,1500940800000,,2135,MOTOR VEH THEFT,2,Fredericton,565
Main Street,1507766400000,,2135,MOTOR VEH THEFT,3,Fredericton,566
Main Street,1499299200000,1499385600000,2140,THEFT BIKE<$5000,2,Fredericton,567
Main Street,1499731200000,1499817600000,2140,THEFT BIKE<$5000,3,Fredericton,568
Main Street,1499817600000,1499817600000,2140,THEFT BIKE<$5000,2,Fredericton,569
Main Street,1483228800000,1483920000000,2142,THEFT FROM MV < $5000,2,Fredericton,570
Main Street,1489968000000,1490054400000,2142,THEFT FROM MV < $5000,3,Fredericton,571
Main Street,1494201600000,,2142,THEFT FROM MV < $5000,2,Fredericton,572
Main Street,1495756800000,1495756800000,2142,THEFT FROM MV < $5000,2,Fredericton,573
Main Street,1496275200000,1496275200000,2142,THEFT FROM MV < $5000,3,Fredericton,574
Main Street,1496188800000,1496361600000,2142,THEFT FROM MV < $5000,2,Fredericton,575
Main Street,1501113600000,1501113600000,2142,THEFT FROM MV < $5000,2,Fredericton,576
Main Street,1501113600000,,2142,THEFT FROM MV < $5000,2,Fredericton,577
Main Street,1501027200000,1501113600000,2142,THEFT FROM MV < $5000,2,Fredericton,578
Main Street,1507680000000,1507680000000,2142,THEFT FROM MV < $5000,2,Fredericton,579
Main Street,1484006400000,,2140,THEFT OTH <$5000,2,Fredericton,580
Main Street,1485216000000,,2140,THEFT OTH <$5000,2,Fredericton,581
Main Street,1485648000000,,2140,THEFT OTH <$5000,2,Fredericton,582
Main Street,1486598400000,,2140,THEFT OTH <$5000,2,Fredericton,583
Main Street,1485302400000,,2140,THEFT OTH <$5000,2,Fredericton,584
Main Street,1488931200000,,2140,THEFT OTH <$5000,2,Fredericton,585
Main Street,1490313600000,,2140,THEFT OTH <$5000,2,Fredericton,586
Main Street,1488931200000,,2140,THEFT OTH <$5000,2,Fredericton,587
Main Street,1490918400000,,2140,THEFT OTH <$5000,2,Fredericton,588
Main Street,1490918400000,1490918400000,2140,THEFT OTH <$5000,2,Fredericton,589
Main Street,1492560000000,,2140,THEFT OTH <$5000,2,Fredericton,590
Main Street,1488326400000,1492041600000,2140,THEFT OTH <$5000,3,Fredericton,591
Main Street,1493856000000,,2140,THEFT OTH <$5000,2,Fredericton,592
Main Street,1494201600000,,2140,THEFT OTH <$5000,2,Fredericton,593
Main Street,1495584000000,,2140,THEFT OTH <$5000,2,Fredericton,594
Main Street,1496275200000,,2140,THEFT OTH <$5000,2,Fredericton,595
Main Street,1496275200000,,2140,THEFT OTH <$5000,2,Fredericton,596
Main Street,1496102400000,,2140,THEFT OTH <$5000,2,Fredericton,597
Main Street,1496188800000,1496275200000,2140,THEFT OTH <$5000,2,Fredericton,598
Main Street,1496188800000,1496275200000,2140,THEFT OTH <$5000,2,Fredericton,599
Main Street,1496361600000,,2140,THEFT OTH <$5000,2,Fredericton,600
Main Street,1495843200000,1496188800000,2140,THEFT OTH <$5000,2,Fredericton,601
Main Street,1496620800000,1496620800000,2140,THEFT OTH <$5000,2,Fredericton,602
Main Street,1496534400000,,2140,THEFT OTH <$5000,2,Fredericton,603
Main Street,1502236800000,1502323200000,2140,THEFT OTH <$5000,3,Fredericton,604
Golf Club,1503273600000,1503360000000,2142,THEFT FROM MV < $5000,12,Fredericton,605
Main Street,1503100800000,,2140,THEFT OTH <$5000,2,Fredericton,606
Main Street,1494201600000,1494201600000,2140,THEFT OTH <$5000,2,Fredericton,607
Main Street,1505520000000,1505606400000,2140,THEFT OTH <$5000,3,Fredericton,608
Main Street,1506556800000,,2140,THEFT OTH <$5000,2,Fredericton,609
Main Street,1507593600000,,2140,THEFT OTH <$5000,2,Fredericton,610
Main Street,1493596800000,,2130,THEFT OTH >$5000,2,Fredericton,611
Main Street,1494201600000,,2130,THEFT OTH >$5000,2,Fredericton,612
Regiment Creek,1504224000000,,2140,THEFT OTH <$5000,1,Fredericton,613
Gilridge Estates,1502582400000,1502668800000,2135,MOTOR VEH THEFT,1,Fredericton,614
Gilridge Estates,1491782400000,1491782400000,2142,THEFT FROM MV < $5000,1,Fredericton,615
Gilridge Estates,1498867200000,,2140,THEFT OTH <$5000,1,Fredericton,616
Silverwood,1489881600000,,2120,B&E RESIDENCE,12,Fredericton,617
Silverwood,1491177600000,1491177600000,2170,MISCHIEF TO PROP,12,Fredericton,618
Silverwood,1508025600000,,2170,MISCHIEF TO PROP,12,Fredericton,619
Silverwood,1499126400000,1506556800000,2140,THEFT OTH <$5000,12,Fredericton,620
Silverwood,1506816000000,,2140,THEFT OTH <$5000,12,Fredericton,621
Springhill,1486425600000,1486425600000,2120,B&E RESIDENCE,12,Fredericton,622
Nethervue Minihome Park,1493769600000,1493856000000,2142,THEFT FROM MV < $5000,12,Fredericton,623
Monteith / Talisman,1491004800000,,2120,B&E OTHER,12,Fredericton,624
Monteith / Talisman,1508976000000,,2120,B&E RESIDENCE,12,Fredericton,625
Monteith / Talisman,1485129600000,1485216000000,2142,THEFT FROM MV < $5000,12,Fredericton,626
Monteith / Talisman,1504483200000,,2142,THEFT FROM MV < $5000,12,Fredericton,627
Garden Creek,1494633600000,1494806400000,2120,B&E NON-RESIDNCE,12,Fredericton,628
Garden Creek,1508457600000,1508544000000,2120,B&E NON-RESIDNCE,12,Fredericton,629
Garden Creek,1494547200000,1495152000000,2120,B&E OTHER,12,Fredericton,630
Garden Creek,1492041600000,,2120,B&E RESIDENCE,12,Fredericton,631
Garden Creek,1507852800000,,2142,THEFT FROM MV < $5000,12,Fredericton,632
Garden Creek,1485648000000,,2140,THEFT OTH <$5000,12,Fredericton,633
Garden Creek,1486771200000,,2140,THEFT OTH <$5000,12,Fredericton,634
Garden Creek,1487635200000,,2140,THEFT OTH <$5000,12,Fredericton,635
Garden Creek,1487721600000,,2140,THEFT OTH <$5000,12,Fredericton,636
Garden Creek,1498348800000,1498435200000,2140,THEFT OTH <$5000,12,Fredericton,637
Garden Creek,1504137600000,,2140,THEFT OTH <$5000,12,Fredericton,638
Garden Creek,1505260800000,,2140,THEFT OTH <$5000,12,Fredericton,639
Garden Creek,1490918400000,1491177600000,2130,THEFT OTH >$5000,12,Fredericton,640
Highpoint Ridge,1493596800000,1493596800000,2142,THEFT FROM MV < $5000,12,Fredericton,641
Highpoint Ridge,1493510400000,1493596800000,2142,THEFT FROM MV < $5000,12,Fredericton,642
Highpoint Ridge,1493510400000,1493596800000,2142,THEFT FROM MV < $5000,12,Fredericton,643
Highpoint Ridge,1498867200000,1498867200000,2142,THEFT FROM MV < $5000,12,Fredericton,644
Highpoint Ridge,1507248000000,1507766400000,2140,THEFT OTH <$5000,12,Fredericton,645
Greenwood Minihome Park,1491177600000,1491177600000,2120,B&E OTHER,12,Fredericton,646
Downtown,1501027200000,1501027200000,2140,THEFT OTH <$5000,11,Fredericton,647
Greenwood Minihome Park,1497139200000,1497225600000,2135,MOTOR VEH THEFT,12,Fredericton,648
Golf Club,1489363200000,,2120,B&E RESIDENCE,12,Fredericton,649
Golf Club,1503273600000,1503360000000,2135,MOTOR VEH THEFT,12,Fredericton,650
Golf Club,1485302400000,1485388800000,2142,THEFT FROM MV < $5000,12,Fredericton,651
Golf Club,1495497600000,1495584000000,2142,THEFT FROM MV < $5000,12,Fredericton,652
Platt,1501200000000,1501200000000,2120,B&E RESIDENCE,10,Fredericton,653
Golf Club,1507507200000,1507507200000,2142,THEFT FROM MV < $5000,12,Fredericton,654
Platt,1504224000000,1504310400000,2120,B&E RESIDENCE,11,Fredericton,655
Platt,1507680000000,,2120,B&E RESIDENCE,10,Fredericton,656
Platt,1506384000000,1508025600000,2120,B&E RESIDENCE,10,Fredericton,657
Platt,1483574400000,,2170,MISCHIEF TO PROP,11,Fredericton,658
Platt,1485043200000,1485129600000,2170,MISCHIEF TO PROP,11,Fredericton,659
Platt,1490659200000,1490659200000,2170,MISCHIEF TO PROP,11,Fredericton,660
Platt,1491091200000,,2170,MISCHIEF TO PROP,10,Fredericton,661
Platt,1491004800000,1491177600000,2170,MISCHIEF TO PROP,11,Fredericton,662
Platt,1492992000000,,2170,MISCHIEF TO PROP,11,Fredericton,663
Platt,1493251200000,,2170,MISCHIEF TO PROP,10,Fredericton,664
Platt,1494028800000,,2170,MISCHIEF TO PROP,10,Fredericton,665
Platt,1494288000000,,2170,MISCHIEF TO PROP,11,Fredericton,666
Platt,1494374400000,,2170,MISCHIEF TO PROP,11,Fredericton,667
Platt,1494374400000,1494374400000,2170,MISCHIEF TO PROP,10,Fredericton,668
Platt,1494374400000,1494460800000,2170,MISCHIEF TO PROP,10,Fredericton,669
Platt,1495584000000,,2170,MISCHIEF TO PROP,10,Fredericton,670
Platt,1495670400000,1495756800000,2170,MISCHIEF TO PROP,11,Fredericton,671
Platt,1496448000000,,2170,MISCHIEF TO PROP,10,Fredericton,672
